Area,BHK,Bathroom,Furnishing,Parking,Price,Transaction,Type,Price Per_Sqft
540,2,2,Semi-Furnished,1,2650000,New_Property,Builder_Floor,
950,3,2,Furnished,1,4370000,New_Property,Apartment,4600
1000,3,2,Unfurnished,1,4620000,New_Property,Apartment,4620
540,2,2,Semi-Furnished,1,3000000,New_Property,Apartment,5000
540,2,2,Semi-Furnished,1,3300000,New_Property,Apartment,6111
1000,3,2,Semi-Furnished,1,5510000,New_Property,Builder_Floor,6111
500,2,2,Semi-Furnished,1,3200000,New_Property,Builder_Floor,6111
540,2,2,Semi-Furnished,1,2600000,New_Property,Builder_Floor,6111
780,3,2,Semi-Furnished,1,4000000,New_Property,Builder_Floor,6111
450,2,1,Semi-Furnished,1,1850000,New_Property,Builder_Floor,6111
360,1,1,Semi-Furnished,1,1700000,New_Property,Builder_Floor,6111
900,3,2,Semi-Furnished,1,2800000,New_Property,Builder_Floor,6111
495,2,2,Semi-Furnished,1,2150000,New_Property,Builder_Floor,6111
1200,4,3,Semi-Furnished,1,6800000,New_Property,Builder_Floor,6111
1000,3,2,Semi-Furnished,1,6200000,New_Property,Builder_Floor,6111
620,2,2,Semi-Furnished,1,3100000,New_Property,Builder_Floor,6111
680,3,2,Semi-Furnished,1,3400000,New_Property,Builder_Floor,6111
805,2,2,Unfurnished,1,4000000,Resale,Builder_Floor,6111
729,2,2,Semi-Furnished,1,4800000,Resale,Builder_Floor,6584
540,2,2,Semi-Furnished,1,2500000,New_Property,Builder_Floor,6584
360,1,1,Semi-Furnished,1,2000000,New_Property,Builder_Floor,6584
550,2,2,Semi-Furnished,1,1900000,New_Property,Builder_Floor,6584
1001,3,2,Furnished,1,5800000,New_Property,Builder_Floor,5794
450,2,2,Unfurnished,1,2900000,Resale,Builder_Floor,5794
550,2,1,Semi-Furnished,1,2000000,New_Property,Builder_Floor,5794
550,2,2,Semi-Furnished,1,2600000,New_Property,Builder_Floor,5794
675,2,1,Unfurnished,1,2900000,Resale,Builder_Floor,5794
585,2,2,Unfurnished,1,3200000,Resale,Builder_Floor,5794
810,3,2,Semi-Furnished,1,5400000,Resale,Builder_Floor,5794
765,3,2,Semi-Furnished,1,3800000,Resale,Builder_Floor,5794
4688,5,4,Unfurnished,1,135000000,New_Property,Apartment,28797
3901,4,4,Unfurnished,1,93000000,New_Property,Apartment,23840
70,2,3,Furnished,1,8200000,New_Property,Builder_Floor,23840
800,3,2,Unfurnished,1,8000000,Resale,Builder_Floor,23840
900,3,2,Semi-Furnished,1,9500000,Resale,Builder_Floor,23840
1680,4,5,Semi-Furnished,1,20000000,Resale,Builder_Floor,23840
900,2,2,Furnished,3,7400000,Resale,Builder_Floor,23840
2000,3,3,Semi-Furnished,1,37500000,Resale,Apartment,23840
2000,4,4,Semi-Furnished,3,15000000,Resale,Builder_Floor,7500
1900,3,3,Semi-Furnished,1,55300000,New_Property,Apartment,7500
1530,3,3,Semi-Furnished,2,26500000,Resale,Builder_Floor,7500
100,3,2,Semi-Furnished,2,16000000,Resale,Apartment,160000
900,3,2,Furnished,2,10400000,Resale,Builder_Floor,11556
270,1,1,Unfurnished,2,1700000,Resale,Builder_Floor,11556
950,2,2,Semi-Furnished,2,8000000,Resale,Builder_Floor,8421
1800,3,3,Semi-Furnished,2,27000000,Resale,Builder_Floor,8421
1500,3,3,Semi-Furnished,2,19500000,Resale,Builder_Floor,8421
1800,3,3,Furnished,3,50000000,Resale,Apartment,27778
1800,3,3,Unfurnished,3,21100000,Resale,Builder_Floor,11722
2306,3,3,Unfurnished,1,57000000,New_Property,Apartment,24718
850,2,3,Semi-Furnished,1,5900000,Resale,Builder_Floor,24718
140,3,2,Unfurnished,1,12000000,New_Property,Builder_Floor,85714
900,3,2,Unfurnished,1,12000000,Resale,Builder_Floor,13333
1800,3,3,Unfurnished,1,24000000,Resale,Apartment,13333
200,1,1,Semi-Furnished,1,7000000,Resale,Apartment,13333
1782,3,3,Semi-Furnished,1,15000000,Resale,Apartment,8418
900,2,2,Furnished,1,1500000,Resale,Builder_Floor,1667
405,2,1,Semi-Furnished,1,3950000,Resale,Apartment,1667
1500,3,3,Unfurnished,1,12500000,Resale,Builder_Floor,8333
66,3,1,Unfurnished,1,1600000,New_Property,Apartment,24242
2000,4,4,Unfurnished,2,36500000,Resale,Apartment,
1200,3,2,Semi-Furnished,1,20000000,Resale,Apartment,
1100,2,2,Semi-Furnished,1,15000000,Resale,Apartment,
1400,3,2,Semi-Furnished,2,25000000,New_Property,Apartment,
1600,3,2,Semi-Furnished,2,18500000,Resale,Apartment,
1600,4,3,Unfurnished,2,23500000,Resale,Apartment,
600,1,1,Semi-Furnished,1,8000000,New_Property,Apartment,
1600,3,2,Unfurnished,1,23000000,Resale,Apartment,
2000,3,3,Unfurnished,1,31000000,Resale,Apartment,15500
650,1,2,Semi-Furnished,1,7400000,Resale,Apartment,15500
1100,2,2,Unfurnished,1,15500000,Resale,Apartment,15500
1075,2,2,Semi-Furnished,2,12000000,New_Property,Apartment,15500
1450,3,2,Semi-Furnished,2,23500000,Resale,Apartment,15500
1200,3,2,Semi-Furnished,2,25000000,Resale,Apartment,20833
600,1,2,Unfurnished,2,7000000,New_Property,Apartment,20833
1000,2,2,Unfurnished,1,17500000,Resale,Apartment,20833
1600,3,2,Semi-Furnished,1,25000000,Resale,Apartment,20833
1750,4,4,Unfurnished,1,29000000,New_Property,Apartment,20833
1300,3,3,Semi-Furnished,1,21900000,Resale,Apartment,20833
550,1,2,Furnished,1,7500000,Resale,Apartment,20833
2200,4,3,Semi-Furnished,2,23500000,Resale,Apartment,10681
1100,2,2,Semi-Furnished,2,24000000,Resale,Apartment,21818
1700,3,2,Semi-Furnished,2,31000000,Resale,Builder_Floor,21818
1100,2,2,Semi-Furnished,3,16500000,Resale,Apartment,21818
1000,2,2,Furnished,1,5000000,Resale,Builder_Floor,21818
1350,3,2,Furnished,1,24000000,New_Property,Apartment,21818
1184,2,2,Semi-Furnished,1,17000000,Resale,Apartment,14358
2000,4,2,Furnished,1,40000000,New_Property,Apartment,14358
3500,4,4,Semi-Furnished,5,22500000,New_Property,Builder_Floor,14358
900,3,3,Furnished,2,20000000,Resale,Builder_Floor,14358
4688,5,4,Unfurnished,1,135000000,New_Property,Apartment,28797
750,2,2,Semi-Furnished,1,5000000,New_Property,Apartment,6667
3901,4,4,Unfurnished,1,93000000,New_Property,Apartment,23840
950,3,2,Furnished,1,4370000,New_Property,Apartment,4600
1000,3,2,Unfurnished,1,4620000,New_Property,Apartment,4620
850,2,1,Semi-Furnished,1,1900000,New_Property,Apartment,2235
2400,4,4,Semi-Furnished,1,70000000,New_Property,Apartment,2235
1350,3,2,Unfurnished,1,5130000,New_Property,Apartment,3800
540,2,2,Semi-Furnished,1,3000000,New_Property,Apartment,5000
1387,4,4,Unfurnished,1,5890000,New_Property,Apartment,4247
540,2,2,Semi-Furnished,1,3300000,New_Property,Apartment,6111
976,2,2,Furnished,1,24900000,New_Property,Apartment,25512
1050,3,2,Unfurnished,1,3700000,New_Property,Apartment,3524
2700,4,3,Semi-Furnished,1,60000000,New_Property,Builder_Floor,22222
1500,3,2,Unfurnished,1,17400000,Resale,Apartment,22222
2900,5,5,Furnished,1,51000000,New_Property,Builder_Floor,22222
5025,5,6,Unfurnished,4,170000000,New_Property,Builder_Floor,22222
1000,3,2,Semi-Furnished,1,5510000,New_Property,Builder_Floor,22222
1135,3,3,Furnished,2,25000000,Resale,Apartment,22222
2306,3,3,Unfurnished,1,57000000,New_Property,Apartment,24718
850,2,2,Semi-Furnished,1,2940000,New_Property,Apartment,24718
1200,3,3,Semi-Furnished,1,15500000,Resale,Apartment,24718
1700,3,2,Semi-Furnished,1,17200000,Resale,Apartment,24718
1800,4,3,Semi-Furnished,2,55000000,Resale,Builder_Floor,30556
1100,2,2,Semi-Furnished,1,15000000,Resale,Apartment,30556
22050,4,4,Semi-Furnished,2,51000000,New_Property,Builder_Floor,30556
1550,4,3,Semi-Furnished,1,13000000,New_Property,Builder_Floor,30556
1600,3,3,Semi-Furnished,1,30000000,New_Property,Builder_Floor,18750
700,2,2,Semi-Furnished,1,2400000,New_Property,Builder_Floor,18750
45,4,3,Unfurnished,1,5500000,New_Property,Builder_Floor,18750
450,2,2,,,2900000,Resale,,58000
540,5,2,,,17000000,Resale,,58000
1350,3,3,,,25000000,Resale,,18519
2250,3,2,,,10000000,Resale,,4444
1250,2,1,Semi-Furnished,,7500000,Resale,Apartment,4444
504,3,1,Semi-Furnished,,3600000,Resale,Apartment,7143
65,3,2,Semi-Furnished,,35000000,New_Property,Apartment,7143
450,2,1,Unfurnished,,6000000,Resale,Apartment,13333
1800,4,2,Furnished,,17500000,Resale,Builder_Floor,9722
1800,4,3,Furnished,,35000000,Resale,Builder_Floor,19444
1530,5,2,Furnished,,10200000,Resale,Builder_Floor,6667
1750,4,4,Unfurnished,1,29000000,New_Property,Apartment,6667
2210,4,3,Semi-Furnished,1,41000000,Resale,Builder_Floor,6667
760,3,2,Furnished,1,6000000,Resale,Builder_Floor,6667
400,2,1,Furnished,1,2500000,New_Property,Apartment,6667
380,1,1,Unfurnished,1,2200000,Resale,Builder_Floor,6667
904.1676,2,2,Furnished,1,21500000,New_Property,Apartment,6667
900,4,1,Furnished,1,15000000,Resale,Apartment,6667
810,5,6,Furnished,1,28900000,Resale,Apartment,6667
100,3,2,Unfurnished,1,5500000,Resale,Builder_Floor,6667
50,2,1,Semi-Furnished,1,1950000,New_Property,Apartment,6667
58,2,1,Unfurnished,1,3800000,Resale,Apartment,6667
900,2,1,Semi-Furnished,1,6200000,New_Property,Builder_Floor,6667
1650,4,3,Furnished,1,14000000,New_Property,Apartment,6667
1000,2,2,Unfurnished,1,7500000,Resale,Apartment,6667
852,2,2,Unfurnished,1,2670000,Resale,Apartment,6667
700,2,2,Semi-Furnished,1,2500000,Resale,Apartment,6667
990,3,2,Unfurnished,1,4000000,Resale,Apartment,4040
450,2,1,Semi-Furnished,1,3500000,Resale,Builder_Floor,7778
1000,2,2,Unfurnished,1,5000000,New_Property,Apartment,5000
1700,4,3,Semi-Furnished,2,29500000,Resale,Builder_Floor,21071
1350,3,2,Unfurnished,1,19000000,Resale,Builder_Floor,14074
2100,4,3,Furnished,1,25500000,Resale,Apartment,14074
2600,4,4,Semi-Furnished,3,75000000,New_Property,Builder_Floor,28846
3000,4,5,Semi-Furnished,4,75000000,New_Property,Builder_Floor,28846
1450,3,3,Semi-Furnished,1,34000000,New_Property,Builder_Floor,28846
2050,4,4,Semi-Furnished,1,47500000,New_Property,Builder_Floor,28846
3000,4,5,Semi-Furnished,3,75000000,New_Property,Builder_Floor,28846
1800,3,3,Semi-Furnished,2,23000000,Resale,Apartment,28846
900,3,2,Semi-Furnished,1,24000000,Resale,Apartment,28846
1500,3,2,Semi-Furnished,2,21500000,Resale,Apartment,28846
1500,3,2,Semi-Furnished,1,28500000,New_Property,Builder_Floor,28846
1800,4,4,Semi-Furnished,1,12500000,Resale,Builder_Floor,6944
1674,3,3,Unfurnished,1,45000000,Resale,Builder_Floor,6944
2025,4,3,Furnished,2,30500000,Resale,Builder_Floor,6944
1300,3,3,Semi-Furnished,3,22500000,Resale,Builder_Floor,6944
990,3,3,Furnished,1,28000000,Resale,Apartment,6944
2100,3,4,Semi-Furnished,2,25000000,Resale,Builder_Floor,14705
2250,4,4,Semi-Furnished,2,33700000,Resale,Builder_Floor,14705
1500,3,3,Semi-Furnished,1,27000000,Resale,Builder_Floor,18000
2700,4,4,Semi-Furnished,2,43500000,New_Property,Builder_Floor,18000
1700,3,3,Semi-Furnished,2,29000000,New_Property,Builder_Floor,18000
1700,3,3,Semi-Furnished,2,30000000,Resale,Builder_Floor,17647
2050,4,4,Semi-Furnished,2,52100000,New_Property,Apartment,17647
1800,3,3,Unfurnished,1,32500000,New_Property,Builder_Floor,18055
1500,3,2,Semi-Furnished,1,20500000,Resale,Apartment,18055
2000,4,3,Semi-Furnished,1,25000000,Resale,Apartment,12500
1500,3,3,Semi-Furnished,2,30000000,Resale,Builder_Floor,12500
24300,4,5,Semi-Furnished,2,51000000,Resale,Builder_Floor,12500
2475,4,4,Semi-Furnished,1,31000000,Resale,Builder_Floor,12500
1800,3,3,Semi-Furnished,,37500000,New_Property,Builder_Floor,
1300,3,3,Semi-Furnished,1,32500000,New_Property,Builder_Floor,
1500,3,3,Semi-Furnished,4,37500000,New_Property,Builder_Floor,25000
2100,4,4,Semi-Furnished,3,55000000,New_Property,Builder_Floor,25000
1800,4,4,Semi-Furnished,2,87500000,New_Property,Builder_Floor,25000
1100,2,2,Unfurnished,1,16300000,Resale,Apartment,14818
2035,4,4,Unfurnished,2,65000000,New_Property,Builder_Floor,14818
1100,3,3,Unfurnished,1,25000000,Resale,Builder_Floor,14818
1550,3,3,Semi-Furnished,1,38000000,New_Property,Builder_Floor,14818
700,2,2,Unfurnished,1,15000000,Resale,Builder_Floor,14818
150,2,1,Semi-Furnished,1,2000000,Resale,Apartment,14818
540,1,1,Unfurnished,1,3000000,Resale,Builder_Floor,14818
810,2,2,Semi-Furnished,1,8500000,Resale,Builder_Floor,14818
3250,4,4,Semi-Furnished,1,55000000,Resale,Builder_Floor,14818
1600,3,3,Semi-Furnished,2,22500000,Resale,Builder_Floor,14818
4000,4,4,Semi-Furnished,1,72500000,Resale,Builder_Floor,14818
5500,6,7,Furnished,1,160000000,Resale,Apartment,14818
900,3,3,Semi-Furnished,1,12500000,New_Property,Builder_Floor,14818
972,2,2,Semi-Furnished,1,17000000,Resale,Apartment,14818
4150,4,4,Unfurnished,3,82500000,New_Property,Builder_Floor,14818
2250,4,5,Semi-Furnished,2,55000000,New_Property,Builder_Floor,14818
1650,3,3,Semi-Furnished,1,35000000,New_Property,Builder_Floor,14818
2610,4,4,Semi-Furnished,2,42500000,Resale,Builder_Floor,14818
600,2,2,Semi-Furnished,1,4700000,Resale,Builder_Floor,14818
1700,4,5,Unfurnished,2,52500000,Resale,Builder_Floor,14818
2250,4,4,Semi-Furnished,3,80000000,New_Property,Builder_Floor,14818
880,3,2,Unfurnished,1,11000000,Resale,Builder_Floor,14818
4200,4,5,Semi-Furnished,3,74000000,New_Property,Builder_Floor,14818
1450,3,3,Semi-Furnished,1,37500000,Resale,Builder_Floor,14818
2200,4,4,Semi-Furnished,3,52500000,New_Property,Builder_Floor,23863
1620,3,3,Semi-Furnished,,26000000,New_Property,Builder_Floor,
1078,3,2,Unfurnished,1,15500000,New_Property,Builder_Floor,
1710,3,3,Unfurnished,1,22000000,Resale,Builder_Floor,
1150,3,3,Semi-Furnished,1,21000000,Resale,Builder_Floor,
450,2,2,Semi-Furnished,1,5000000,Resale,Builder_Floor,
1818,3,3,Unfurnished,1,22000000,Resale,Builder_Floor,
1800,3,2,Unfurnished,1,26500000,Resale,Builder_Floor,14722
780,2,2,Unfurnished,1,8770000,Resale,Builder_Floor,14722
405,1,1,Semi-Furnished,1,4500000,Resale,Apartment,14722
900,2,3,Semi-Furnished,1,8500000,Resale,Apartment,14722
807.2925,2,2,Unfurnished,1,8600000,Resale,Apartment,14722
2700,4,3,Semi-Furnished,1,42500000,Resale,Builder_Floor,14722
1100,3,2,Semi-Furnished,2,13100000,Resale,Apartment,14722
585,2,2,Unfurnished,2,7000000,Resale,Apartment,14722
2152.78,3,3,Furnished,2,30000000,New_Property,Builder_Floor,14722
960,2,2,Semi-Furnished,2,13000000,Resale,Apartment,14722
1800,4,3,Unfurnished,2,23100000,Resale,Builder_Floor,14722
1100,3,2,Semi-Furnished,1,16000000,Resale,Apartment,14722
900,2,2,Unfurnished,1,12500000,Resale,Builder_Floor,13889
1620,3,3,Furnished,1,24500000,New_Property,Builder_Floor,13889
378,1,1,Unfurnished,1,3200000,Resale,Apartment,13889
800,3,2,Unfurnished,1,6300000,Resale,Apartment,7875
1350,3,3,Semi-Furnished,1,15000000,Resale,Builder_Floor,11111
850,3,3,Unfurnished,1,5700000,Resale,Apartment,11111
1580,3,2,Furnished,1,21000000,Resale,Apartment,11111
820,2,3,Unfurnished,1,7500000,Resale,Apartment,11111
594,2,1,Semi-Furnished,1,6500000,Resale,Apartment,10943
14220,3,3,Semi-Furnished,1,27500000,New_Property,Builder_Floor,10943
800,3,2,Unfurnished,1,12000000,Resale,Builder_Floor,10943
1500,3,2,Semi-Furnished,2,18000000,Resale,Apartment,10943
1600,3,3,Semi-Furnished,1,15600000,Resale,Apartment,
1650,3,3,Semi-Furnished,1,15500000,Resale,Apartment,
1600,3,3,Semi-Furnished,1,15200000,Resale,Apartment,
1900,3,3,Furnished,1,25000000,Resale,Apartment,
1400,3,2,Furnished,1,15000000,Resale,Apartment,
1550,3,2,Semi-Furnished,1,15800000,Resale,Apartment,
2000,4,3,Furnished,1,31500000,Resale,Apartment,
1500,3,3,Semi-Furnished,1,14000000,Resale,Apartment,
1550,3,2,Semi-Furnished,1,13200000,Resale,Apartment,
1600,3,2,Semi-Furnished,1,15800000,Resale,Apartment,
1600,3,3,Unfurnished,1,16200000,Resale,Apartment,
1800,3,2,Semi-Furnished,1,15500000,Resale,Apartment,
1470,3,2,Semi-Furnished,1,14500000,Resale,Apartment,
1500,3,2,Semi-Furnished,1,14900000,Resale,Apartment,
1750,3,3,Furnished,1,17200000,Resale,Apartment,
1650,3,3,Furnished,1,18000000,Resale,Apartment,
1850,3,2,Semi-Furnished,1,15500000,Resale,Apartment,
1480,3,2,Furnished,1,15800000,Resale,Apartment,
1214,2,2,Furnished,1,12600000,Resale,Apartment,
1380,3,2,Semi-Furnished,1,15000000,Resale,Apartment,
1600,4,2,Furnished,1,19500000,Resale,Apartment,
1585,3,3,Semi-Furnished,1,16600000,Resale,Apartment,
1700,3,3,Semi-Furnished,1,17200000,Resale,Apartment,
1200,2,2,Semi-Furnished,1,13000000,Resale,Apartment,
1800,4,3,Semi-Furnished,1,16500000,Resale,Apartment,
1000,2,2,Semi-Furnished,1,10700000,Resale,Apartment,10700
1500,3,2,Furnished,1,16200000,Resale,Apartment,10700
1700,3,2,Furnished,1,16500000,Resale,Apartment,10700
1750,3,2,Furnished,1,14900000,Resale,Apartment,10700
2700,4,3,Furnished,1,27500000,Resale,Apartment,10700
3050,5,6,Semi-Furnished,,62500000,Resale,Apartment,20492
3405,5,5,Semi-Furnished,3,70000000,Resale,Apartment,20558
1500,3,3,Semi-Furnished,3,35500000,Resale,Apartment,20558
2105,3,3,Unfurnished,3,42100000,Resale,Apartment,20558
2500,4,5,Semi-Furnished,3,42500000,Resale,Apartment,17000
2090,3,4,Semi-Furnished,2,44000000,Resale,Apartment,21052
2525,4,5,Semi-Furnished,3,43200000,Resale,Apartment,21052
2500,4,4,Semi-Furnished,2,52500000,Resale,Apartment,21000
2100,3,4,Furnished,2,34300000,Resale,Apartment,16333
2022,3,3,Semi-Furnished,2,38000000,Resale,Apartment,18793
2650,4,5,Furnished,2,52500000,Resale,Apartment,19811
1850,3,3,Unfurnished,2,37500000,Resale,Apartment,20270
2100,3,3,Semi-Furnished,2,37000000,Resale,Apartment,17619
1700,3,4,Semi-Furnished,2,40000000,Resale,Apartment,17619
2105,3,3,Semi-Furnished,2,36200000,Resale,Apartment,17197
1250,2,3,Semi-Furnished,1,29000000,Resale,Apartment,17197
2552,4,5,Furnished,3,42500000,New_Property,Apartment,16654
3112,5,6,Semi-Furnished,3,60000000,Resale,Apartment,19280
2125,3,3,Semi-Furnished,2,36500000,Resale,Apartment,17176
2065,3,4,Semi-Furnished,2,42500000,Resale,Apartment,20581
3405,5,4,Semi-Furnished,3,71500000,Resale,Apartment,20999
3050,5,5,Semi-Furnished,3,65000000,New_Property,Apartment,21311
2300,5,6,Semi-Furnished,3,58000000,Resale,Apartment,21311
1455,2,2,Semi-Furnished,2,27500000,Resale,Apartment,18900
3400,5,5,Semi-Furnished,3,70000000,New_Property,Apartment,20588
3100,5,5,Semi-Furnished,3,65000000,Resale,Apartment,20967
1400,2,3,Unfurnished,3,28600000,Resale,Apartment,20967
2126,3,3,Semi-Furnished,2,39000000,Resale,Apartment,18344
1815,3,3,Semi-Furnished,2,32500000,Resale,Apartment,17906
1700,3,3,Unfurnished,2,34000000,Resale,Apartment,17906
700,2,2,Unfurnished,,16500000,Resale,Apartment,
980,2,2,Semi-Furnished,2,13800000,Resale,Apartment,
1350,3,3,Semi-Furnished,2,21000000,Resale,Apartment,
1800,3,3,Semi-Furnished,2,22500000,Resale,Apartment,
968.751,2,2,Semi-Furnished,2,15000000,Resale,Apartment,
1250,3,3,Semi-Furnished,2,20000000,New_Property,Apartment,
1800,3,3,Furnished,2,20000000,New_Property,Apartment,
1400,3,2,Semi-Furnished,2,26000000,Resale,Builder_Floor,
1000,3,3,Semi-Furnished,2,19500000,Resale,Apartment,
1800,4,2,Semi-Furnished,1,21500000,Resale,Apartment,
1500,3,3,Unfurnished,1,26500000,New_Property,Apartment,
1600,3,3,Semi-Furnished,2,20000000,Resale,Apartment,12500
1400,3,3,Furnished,1,18000000,Resale,Apartment,12500
1400,3,2,Unfurnished,1,19000000,Resale,Apartment,12500
2700,4,4,Unfurnished,2,36500000,Resale,Builder_Floor,12500
1100,2,2,Unfurnished,2,15000000,Resale,Apartment,12500
1200,2,2,Semi-Furnished,2,17500000,Resale,Apartment,12500
1400,2,2,Semi-Furnished,2,14000000,Resale,Apartment,12500
1500,3,3,Semi-Furnished,2,21000000,Resale,Apartment,12500
1320,3,2,Unfurnished,2,15600000,Resale,Apartment,12500
1300,3,3,Unfurnished,2,19000000,Resale,Apartment,12500
1150,2,2,Unfurnished,1,16500000,Resale,Apartment,12500
1440,3,3,Unfurnished,1,19000000,Resale,Apartment,12500
1400,2,2,Unfurnished,1,16500000,Resale,Apartment,12500
450,1,1,Semi-Furnished,1,3000000,Resale,Builder_Floor,12500
1300,2,2,Semi-Furnished,1,15000000,Resale,Apartment,11538
1200,2,2,Unfurnished,1,14300000,Resale,Apartment,11538
1300,3,2,Unfurnished,1,18500000,Resale,Apartment,11538
1400,3,3,Furnished,1,19000000,Resale,Apartment,11538
1400,3,3,Semi-Furnished,1,19000000,Resale,Apartment,11538
1500,3,2,,1,13500000,Resale,,
1600,4,2,Semi-Furnished,2,15800000,Resale,Apartment,
1200,10,4,Semi-Furnished,2,17000000,Resale,Apartment,
1600,4,2,Semi-Furnished,1,15500000,Resale,Apartment,
1250,3,2,Semi-Furnished,2,16000000,Resale,Apartment,
950,2,2,Furnished,2,12900000,Resale,Apartment,
1200,3,3,Furnished,2,13500000,Resale,Apartment,
1400,4,2,Furnished,2,17800000,Resale,Apartment,
950,2,2,Furnished,2,13200000,Resale,Apartment,
1350,3,3,Semi-Furnished,2,14000000,Resale,Apartment,
1550,4,2,Furnished,2,17500000,Resale,Apartment,
1300,3,2,Semi-Furnished,2,17000000,Resale,Apartment,
1000,2,2,Furnished,2,13000000,Resale,Apartment,
1500,3,3,Furnished,2,17000000,Resale,Apartment,
950,2,2,Furnished,2,12700000,Resale,Apartment,
1200,3,2,Furnished,2,13500000,Resale,Apartment,
1400,4,2,Furnished,2,17400000,Resale,Apartment,
1500,4,2,Furnished,2,17800000,Resale,Apartment,
1050,2,2,Furnished,2,12700000,Resale,Apartment,
1550,4,2,Furnished,2,16200000,Resale,Apartment,
950,2,2,Furnished,2,11100000,Resale,Apartment,
1150,2,2,Furnished,2,13600000,Resale,Apartment,
1150,2,2,Furnished,2,13100000,Resale,Apartment,
1150,2,2,Furnished,2,12500000,Resale,Apartment,
1500,3,2,Furnished,2,13600000,Resale,Apartment,
1800,4,4,Furnished,2,12000000,New_Property,Apartment,6667
1300,3,3,Furnished,1,20000000,New_Property,Apartment,15384
1150,2,2,Unfurnished,1,13500000,Resale,Apartment,15384
1500,3,2,Unfurnished,1,14000000,Resale,Apartment,15384
1150,2,2,Semi-Furnished,2,10800000,Resale,Apartment,15384
900,3,2,Semi-Furnished,1,9000000,New_Property,Builder_Floor,
1150,3,2,Semi-Furnished,1,6300000,Resale,Builder_Floor,
1000,3,3,Semi-Furnished,1,5500000,New_Property,Apartment,
450,1,1,Semi-Furnished,1,2350000,Resale,Apartment,5222
1350,3,3,Semi-Furnished,1,8500000,Resale,Apartment,5222
445,1,2,Semi-Furnished,1,1650000,Resale,Apartment,5222
1200,2,2,Semi-Furnished,1,10000000,Resale,Apartment,8333
50,1,1,Unfurnished,1,1500000,Resale,Builder_Floor,8333
1100,2,2,Semi-Furnished,1,2800000,Resale,Builder_Floor,8333
700,2,2,Semi-Furnished,1,2600000,Resale,Builder_Floor,3714
500,1,1,Furnished,1,2350000,Resale,Builder_Floor,3714
540,1,1,Unfurnished,1,2350000,Resale,Apartment,3714
450,1,1,Unfurnished,1,2000000,New_Property,Builder_Floor,3714
800,2,2,Semi-Furnished,1,5000000,Resale,Builder_Floor,3714
700,2,2,Semi-Furnished,1,3500000,Resale,Builder_Floor,3714
750,2,2,Semi-Furnished,1,4500000,Resale,Builder_Floor,3714
750,2,2,Unfurnished,1,4000000,Resale,Builder_Floor,3714
1600,3,3,Unfurnished,1,10800000,Resale,Builder_Floor,3714
1000,3,2,Unfurnished,1,10000000,New_Property,Builder_Floor,3714
1600,3,3,Unfurnished,1,10800000,Resale,Builder_Floor,3714
900,3,2,Semi-Furnished,1,9000000,Resale,Builder_Floor,3714
1700,3,3,Semi-Furnished,1,8500000,New_Property,Apartment,3714
1100,3,2,Semi-Furnished,1,6000000,Resale,Builder_Floor,3714
1000,3,3,Semi-Furnished,1,5500000,New_Property,Apartment,3714
1000,3,2,Semi-Furnished,1,7000000,New_Property,Builder_Floor,7000
1100,3,2,Furnished,1,6000000,Resale,Apartment,5455
765,3,2,Unfurnished,1,3700000,Resale,Builder_Floor,4837
900,2,2,Semi-Furnished,1,3100000,Resale,Builder_Floor,3444
600,2,2,Unfurnished,1,4500000,Resale,Apartment,3444
360,1,1,Semi-Furnished,1,1500000,Resale,Builder_Floor,4167
950,3,2,Semi-Furnished,,7090000,New_Property,Builder_Floor,
3600,2,2,Semi-Furnished,1,4500000,New_Property,Builder_Floor,
1305,4,3,Unfurnished,1,5500000,New_Property,Builder_Floor,
1800,3,4,Semi-Furnished,2,63000000,New_Property,Apartment,
950,3,2,Semi-Furnished,2,6990000,New_Property,Builder_Floor,
800,2,2,Semi-Furnished,1,4400000,New_Property,Apartment,
1800,4,4,Semi-Furnished,1,12500000,Resale,Builder_Floor,
800,2,2,Semi-Furnished,1,3000000,New_Property,Builder_Floor,
675,2,2,Semi-Furnished,1,2800000,New_Property,Builder_Floor,
1175,3,3,Unfurnished,4,5000000,New_Property,Builder_Floor,
1500,3,3,Unfurnished,4,6000000,Resale,Builder_Floor,
810,2,2,Unfurnished,4,4500000,Resale,Apartment,
630,2,2,Unfurnished,1,2800000,Resale,Apartment,
650,2,2,Semi-Furnished,1,2500000,Resale,Builder_Floor,
1800,4,4,Semi-Furnished,1,8500000,New_Property,Builder_Floor,
725,2,2,Furnished,1,3000000,Resale,Apartment,4138
900,3,2,Semi-Furnished,1,4900000,New_Property,Builder_Floor,4138
750,2,2,Unfurnished,1,3500000,New_Property,Builder_Floor,4138
700,2,2,Semi-Furnished,1,3000000,New_Property,Builder_Floor,4138
950,3,2,Semi-Furnished,1,7020000,New_Property,Builder_Floor,4138
1600,3,4,Unfurnished,1,60000000,New_Property,Apartment,4138
900,2,2,Semi-Furnished,1,3500000,New_Property,Builder_Floor,4138
1500,3,3,Semi-Furnished,1,7000000,New_Property,Builder_Floor,4138
500,2,1,Semi-Furnished,2,7000000,Resale,Apartment,4138
1035,3,3,Semi-Furnished,1,4500000,New_Property,Builder_Floor,4138
825,3,2,Semi-Furnished,1,5990000,New_Property,Builder_Floor,4138
1300,3,3,Semi-Furnished,1,4400000,New_Property,Builder_Floor,4138
